"Year","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"2016",47221,75723,57100,45907,66637,70566,75923,58046,70982,51176,53527,72133,56564,61386,56094,59094,56810,45369,42196,50856,73760,72266,57091,70218,41099,55016,57075,59374,55431,76260,68468,48451,61437,53764,60184,53985,50943,59135,60979,61528,54336,57450,51344,58146,67481,60837,66451,70310,44354,59817,57829

Median Household Income (by State)

